0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.50109476,0.009617001,2.174005,1.6904764,2.0777507,-0.2623156,0.8792323,-0.43584824,0.08670841,-1.2947663,0.21034841,0.3915288,5.9137363,-1.1551781,-2.6714623,0.5012779,1.2984071,0.8449485,1.5938143,3.3714607
0.303667,-0.29398787,1.8333194,1.7432009,1.6093293,-0.5329519,0.8101412,-0.6961093,0.44877398,-2.0113707,0.5058793,0.5836162,5.3335323,-1.2673066,-2.5949163,0.77388537,1.3864058,0.85463804,1.5053544,2.9696343
0.51819223,0.23193273,2.078484,1.4732661,1.6851425,0.041502655,0.8560676,-0.17937738,-0.23392424,-0.4539097,0.009784661,0.59754914,5.179398,-0.5437596,-2.2187922,0.27263993,0.9690583,0.42459145,1.3102313,2.9530976
-1.5790596,1.1449562,3.6127357,1.5979906,3.1311831,3.1708908,3.4393096,3.3777819,0.07999714,1.4386854,2.6249862,-4.2825637,2.4155014,-4.6118417,1.5327203,-5.4947834,1.1061237,2.02181,-2.1813984,0.79622686
-2.4947438,-1.1177402,3.2451754,1.357753,2.9117494,3.035868,2.828992,1.2958797,-0.02041462,0.28245965,4.4290333,-1.480437,2.9972093,-3.842343,1.815453,-5.3989058,-0.040941767,0.747233,-2.3000438,0.15528813
0.17009342,0.1410689,1.2662749,1.3430547,1.4665945,-0.018507957,0.7681376,-0.5041463,0.2381708,-1.2831492,0.26606172,0.6506675,4.610463,-1.0883919,-2.0531929,0.6149809,1.2007285,0.40271297,1.0542251,2.7341206
0.6541977,0.3061059,2.5118794,1.6463227,2.301076,-0.1364711,1.0319412,-0.20797257,-0.23072231,-0.67895323,0.013177052,0.38533172,6.174095,-0.921751,-2.62693,0.2590086,1.1373862,0.7361068,1.6367785,3.5360801
-0.115467496,-0.29445517,1.1202028,1.5679808,1.3187977,-0.42518866,0.8876006,-0.7580992,0.92195415,-2.4581807,0.53729224,0.7336264,4.7421384,-1.6893699,-2.403003,1.0233271,1.6096693,0.5771655,1.0423629,2.647702
-0.3091311,-2.5941873,2.8764114,2.880905,-2.023248,1.5239209,3.0302734,5.1838655,0.12739453,0.13066848,2.1075978,-0.4723761,-0.9107138,-1.6259081,-2.5828319,0.108178385,3.3391418,1.8062011,-0.5297937,1.7899681
-0.17415032,-2.6911454,1.7955954,1.78988,-1.764889,1.1922152,1.7560332,2.617167,-0.060577437,-0.20408258,1.6208656,0.60756373,-0.23118499,-0.6351038,-2.066183,0.16845861,1.6611928,0.8345339,-0.08680927,1.2790774
-0.31960738,-2.9491115,2.3267102,2.2441087,-1.797717,1.2653129,2.3893242,3.9743133,0.12982878,-0.29543644,1.9806231,0.03840618,-0.52249104,-1.3540277,-2.3704686,0.20843303,2.6341918,1.3354739,-0.39506084,1.320043
-0.21376705,-3.1693668,2.4721024,2.5160031,-1.862061,1.2300181,2.4802551,4.241233,0.33856165,-0.34381002,2.0346363,0.15897769,-0.60171646,-1.2873006,-2.7523365,0.4590417,2.9502804,1.4285649,-0.2288323,1.6164085
-0.65678334,-3.5578246,1.5460285,1.3192188,-1.215972,0.9066687,1.484772,1.3168463,0.092225954,-1.238296,2.205485,0.93257374,0.0797108,-1.3003309,-1.6933146,-0.359704,1.0033475,0.8274084,-0.1767013,0.37273377
-0.7101299,0.43100095,0.8818032,1.6830747,-1.2329745,3.281125,2.6838508,3.6470113,-0.6961744,0.8908551,0.54344875,-0.29592776,2.021923,-0.6199604,-2.758335,0.19167423,2.7068694,-0.8801714,-0.8615759,3.1516793
-0.19911551,-2.611282,2.3456774,2.356235,-1.7920237,1.2259753,2.432908,3.9752164,0.006330371,-0.052778274,1.922666,-0.023904473,-0.7073523,-1.2721567,-2.2299793,0.14559424,2.602482,1.4236088,-0.3500169,1.4791474
-0.20684376,-2.8990912,2.6257906,2.7056856,-1.9485555,1.3097632,2.6836452,4.3970246,0.09248143,-0.041617572,2.1480758,-0.026030898,-0.7888222,-1.4302299,-2.485549,0.152511,2.8548114,1.6541902,-0.3062459,1.6047418
-0.30971292,-2.9513407,2.3412428,2.2578833,-1.5989997,1.1321149,2.4460742,3.914505,0.16212256,-0.3598621,2.09228,-0.08260469,-0.64583373,-1.5914452,-2.240735,0.09284761,2.628141,1.4826895,-0.46794584,1.1759541
0.7343269,1.6958796,4.080815,1.5047293,3.3471227,0.8898127,1.7883003,0.80847573,-0.78613853,1.3992913,-0.5318394,0.116416484,8.141568,-0.7539009,-2.3994374,-1.0010988,1.1382364,0.7901745,1.6551398,4.6326175
0.28545243,-0.048309416,1.8423083,1.6710987,2.0026972,-0.30520833,0.8531964,-0.6510013,0.29194242,-1.5790852,0.31293154,0.5465008,5.6407347,-1.396229,-2.3908057,0.596221,1.2179046,0.73838854,1.4268275,3.1063902
0.6271038,0.03173679,2.5510278,1.7178886,2.522667,-0.39844424,0.94441694,-0.4536901,-0.031734955,-1.128844,0.1882395,0.33263627,6.4528112,-1.1804601,-2.688242,0.23604132,1.193411,0.93997717,1.7209693,3.51274
