0,1,2,3,4,5,6,7,8,9
-5.295442,4.9158173,-1.9411546,-3.33738,-4.99328,2.08373,-2.1389241,-3.43097,3.6787076,-3.2866812
0.83427477,4.9226637,-7.3971925,-5.5858793,-3.1573925,4.1655807,-6.269457,-5.50079,-2.55914,-4.7792964
0.0058422275,3.558366,-5.9048853,-5.3653917,-3.0286543,4.126879,-4.8619323,-4.817425,-2.280082,-3.137549
-5.750852,5.3751388,-2.0558429,-3.5457287,-5.765264,2.0811772,-2.5382335,-3.7500777,3.9342692,-3.7893262
-3.6903136,4.0883694,-2.2558753,-2.4902463,-4.4119773,1.3456914,-1.6921337,-3.1405227,4.224806,-2.8184762
-2.8428361,3.3636823,-0.5496599,-2.4356906,-3.0500262,2.0404706,-2.9586315,-1.5716611,2.647323,-1.3790096
-1.4425828,3.1541936,-4.6729503,-5.517106,-5.8045583,3.6965895,-1.2519487,-1.8548583,1.4355851,0.63968074
0.0023838691,2.5158305,-5.1157184,-3.8206058,-1.5421584,2.69631,-3.8667054,-3.7027175,-1.3299627,-3.333733
0.8416675,4.5271344,-7.0905466,-5.5135055,-3.1502883,4.1607003,-5.7971725,-5.0379796,-2.2322252,-4.1815047
-2.8642273,4.8972373,-1.1713606,-2.8749566,-3.4986289,2.3205948,-3.9118955,-1.5552365,2.476958,-2.071496
-2.8904426,4.183645,-1.1339025,-2.4061575,-3.2847018,1.799326,-2.675457,-1.7863777,2.8979027,-1.4245318
-4.442121,3.8251998,-1.3012362,-3.017888,-4.2601857,1.7332339,-2.0991096,-2.6546876,2.144316,-2.3521247
-0.50698525,2.7783637,-5.481003,-4.92432,-5.9949207,3.5320468,-1.2828805,-2.2478878,2.0172205,0.319376
-0.76812804,1.458277,-1.7444327,-2.3887713,-2.5768552,1.8531344,-1.1475805,-1.1031348,0.620142,-0.047990695
0.15548494,3.4422398,-5.402145,-5.0732346,-5.4873853,3.5627353,-2.0327454,-1.6687769,1.5437672,0.939554
0.49322096,4.3630924,-6.9010415,-5.806739,-3.1423717,4.5132875,-5.896606,-5.4728785,-2.419052,-4.00854
-4.6105137,5.001718,-0.6928849,-3.2582588,-4.1901064,2.659741,-3.6329932,-2.6425436,2.451379,-2.1905084
-5.8584967,5.306474,-2.2912197,-3.6915965,-6.152214,2.0316627,-2.4028335,-3.9276516,4.2581935,-3.9594784
-1.3625891,3.838765,-1.0923209,-2.361256,-2.490443,1.7672675,-3.3910303,-0.821896,2.6478913,-0.18215
-5.3673177,4.85481,-1.9640288,-3.3912985,-5.6434426,1.8420546,-2.1588218,-3.5257947,3.406173,-3.2490168
0.88402104,4.429519,-6.7183065,-4.604384,-2.8287966,3.4466238,-5.2271237,-4.846409,-2.0563564,-4.3420844
0.7204579,4.722483,-7.356868,-5.954151,-3.1956248,4.435396,-6.1654296,-5.559631,-2.4169981,-4.4979396
-5.543321,5.121629,-2.3608007,-3.581118,-5.900577,1.9156344,-2.28244,-3.6574802,4.197133,-3.7810092
0.43536338,4.6904063,-6.5148196,-6.131012,-2.9045742,5.0107265,-6.547522,-5.334709,-2.0684469,-3.542274
-4.5089555,3.929286,-0.7719774,-3.1896896,-4.14089,2.8712828,-2.8415482,-2.381673,1.8821934,-2.1996899
-5.672684,5.183133,-1.7946184,-3.627949,-5.5477357,2.17874,-2.7102525,-3.4625409,3.4228816,-3.501276
-2.6727922,3.5644083,-0.5654199,-2.201878,-3.1477716,1.5670345,-2.603672,-1.7482861,2.6044667,-1.4655341
0.37850788,3.5979557,-2.717143,-1.5708091,-1.9885497,0.75342786,-2.9243648,-0.6680098,3.1511946,-0.5897953
0.89987046,4.6668425,-7.2753,-5.2279563,-3.359764,3.8839502,-5.816468,-5.2945685,-2.3895667,-4.607134
-5.7857766,5.0397544,-1.9134133,-3.474408,-5.6226783,1.9936779,-2.7156868,-3.6205785,3.7050996,-3.7799067
-0.3865756,3.8959284,-5.295335,-5.890843,-4.2394056,5.2496514,-4.984962,-4.43378,-2.061154,-0.37479836
-5.63332,4.87966,-2.4688795,-3.4909124,-5.7258663,1.876309,-2.1727734,-3.4780629,3.7473893,-3.4756646
0.15637505,3.590141,-5.9143224,-5.4374523,-2.8069112,4.078898,-5.3900666,-4.57355,-1.9317005,-3.075513
-2.5619454,3.0772204,-2.2873254,-2.056132,-3.7699676,1.1093782,-1.1292813,-2.314395,3.882457,-1.6642896
-0.9126097,3.0661798,-5.0537133,-5.124962,-6.301268,3.452612,-1.6202513,-2.614694,2.090615,0.38968968
-0.82932925,4.6845975,-1.4861414,-2.9338245,-2.5294256,1.8909515,-4.014922,-0.5033567,2.5838501,-0.75005525
