0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2.1601105,-4.5242033,-1.4102628,2.8112235,3.468971,4.366887,-4.1428175,0.7069348,1.2844939,-3.6045337,3.2735934,-3.7649727,1.4861768,3.4164326,4.7436647,-2.8875232,-3.393069,-4.545514,-3.4260998,-0.8863796
1.9128985,-4.4628687,-1.5560169,2.8773265,3.6503968,3.9196315,-4.2010484,1.4135631,1.2506545,-3.4843621,3.0446324,-3.4876585,1.5586181,3.3216882,4.1962385,-3.1143408,-2.9379032,-4.252633,-3.5180106,-1.1475508
1.7345089,-3.848323,-1.0884566,2.4322941,3.0187473,3.6612082,-3.3970213,0.679953,1.006105,-3.0669491,2.6970139,-3.209535,1.2028416,3.053762,3.5178804,-2.4228957,-2.8928738,-3.7563114,-2.768969,-0.8109495
2.5539684,-0.58298254,-1.1831567,2.1574602,0.35225216,2.3307533,1.186421,-2.291966,3.182898,-1.81492,1.1406854,-1.8186206,0.8416989,-0.043105856,1.1923711,-0.17215015,-0.4906761,-2.324846,0.32795104,0.7785579
3.7544017,-0.5477489,-1.4426762,3.4819076,1.0024103,3.2260153,1.7486899,-4.0176153,6.0222306,-2.685828,1.0272616,-2.29179,1.8754113,-0.32356635,0.6148762,-0.5913822,-1.1702579,-3.9110236,-0.046805453,1.1420561
1.605782,-3.4584115,-1.2123454,2.3213708,3.0374362,2.8438098,-3.161464,0.9185555,1.1866609,-2.6073198,1.9695318,-2.5077896,1.4034948,2.40177,3.3888652,-2.398119,-2.337208,-3.4579253,-2.6678426,-0.65765446
2.1033998,-4.096094,-1.1577985,2.6564534,3.1207576,4.240004,-3.7543046,0.37300795,1.1719337,-3.3090124,3.1520927,-3.5672495,1.306138,3.1618338,4.379607,-2.5457497,-3.2949455,-4.290762,-3.1184309,-0.6603672
1.6095283,-3.924893,-1.7387971,2.5323749,3.5368404,2.5882502,-3.6857798,1.7409207,1.5506194,-2.75353,2.0868802,-2.5282784,1.7165525,2.5701537,3.2155027,-2.943657,-1.9983822,-3.7747602,-3.1487737,-1.3442135
3.13663,-2.2844653,-6.340306,2.9961343,2.5418706,-0.24605364,2.1487412,3.2051568,1.6441696,-1.8496712,2.253909,-3.16673,4.7495117,2.1462445,0.53735703,-3.436361,4.496173,-2.9426656,-2.1442118,-2.610109
2.4859438,-1.6082284,-4.862029,2.438294,2.1857257,-0.18470466,1.4336095,2.5384786,1.4650667,-1.5767083,1.6901782,-2.3762593,3.603291,1.6044981,0.16822939,-2.8394322,3.2893085,-2.1739664,-1.6532845,-1.9843327
2.643982,-1.5280111,-4.9704742,2.4558158,2.1599746,-0.25164327,1.5968633,2.5751996,1.3870695,-1.618879,1.7391264,-2.4296594,3.713339,1.7223942,0.28116578,-2.8438241,3.4090216,-2.3419428,-1.7904385,-2.0685673
2.9813166,-2.0209172,-6.1152663,2.860077,2.5722358,-0.16396323,1.925432,2.954444,1.8560187,-1.8406302,2.1142287,-3.0355706,4.645113,2.1894722,0.1616259,-3.4784062,4.173773,-2.9472182,-2.082036,-2.6131449
1.9343876,-0.8747941,-3.0436044,1.9476033,2.01977,-0.39673793,0.6967416,1.679318,1.6217661,-1.5105102,1.2643101,-1.7798285,2.9360194,1.7306411,-0.6317264,-2.4506114,2.0041919,-2.001843,-1.7046566,-1.5316519
2.4312184,-1.2480592,-3.2029457,2.4666176,2.665433,-0.5309324,-0.24318558,3.410265,0.37071076,-1.0538545,0.35010839,-1.3588343,-0.19443202,0.073196314,2.3342261,-1.9714047,0.7022339,-0.2239218,-0.845137,0.42218453
2.5537276,-1.5314069,-4.721965,2.4132762,2.128865,-0.22030067,1.5480211,2.6308434,1.1979177,-1.5365291,1.7012798,-2.3467019,3.4021213,1.5381564,0.40318796,-2.7028556,3.2753952,-2.210714,-1.672281,-1.8845726
2.7925513,-1.8218839,-5.421976,2.645197,2.2325335,-0.28448096,1.7053179,2.7930543,1.3481119,-1.6030443,1.8443153,-2.604716,3.7991667,1.6487575,0.47025642,-2.9851456,3.6605327,-2.4080195,-1.8659776,-2.110938
2.8181286,-1.6968209,-5.3847036,2.6063242,2.1124375,-0.08222659,2.0194294,2.3799136,1.7814982,-1.6874661,2.0186615,-2.7406402,4.3459234,1.9945403,-0.008685976,-3.0930748,3.798337,-2.7642462,-2.1370654,-2.281946
1.9533459,-3.5894594,-0.6411047,2.5274777,2.459237,4.3705106,-3.230626,0.08304176,0.6538555,-3.162437,3.1955733,-3.510504,0.943275,3.1428738,3.8968349,-2.223681,-3.1893559,-3.7247176,-2.6167927,-0.34412968
1.9483824,-4.021616,-1.2738801,2.5949824,3.2198763,3.7565875,-3.7587273,0.54141885,1.2491945,-3.0581684,2.63988,-3.2345219,1.5055833,2.887775,4.1066318,-2.675875,-3.0232325,-4.288206,-3.135851,-0.8908075
2.0054796,-4.1975718,-1.2313738,2.692044,3.2425647,4.089321,-3.9048905,0.43348676,1.2953553,-3.2993996,2.9130344,-3.4713943,1.4951417,3.1201162,4.290225,-2.6681728,-3.260814,-4.377286,-3.0843282,-0.84367317
1.9657363,-4.419255,-1.3649312,2.7268672,3.5013924,4.1580544,-4.049351,0.850535,1.2011733,-3.4950747,3.1827934,-3.6816635,1.5790988,3.4109564,4.3463564,-2.8842492,-3.2117257,-4.48494,-3.3873131,-1.1300689
2.6527567,-1.76629,-5.109753,2.543413,2.15399,-0.21958937,1.613461,2.6258469,1.5575333,-1.6915164,1.8192,-2.592383,3.829981,1.7720184,0.117927626,-3.008895,3.55337,-2.4555163,-1.8418658,-2.1760068
3.2308528,-1.9544876,-6.1739697,2.9578338,2.4630003,-0.39962557,1.976193,2.9984236,1.8401856,-1.9250292,2.0671742,-2.9633465,4.717821,2.1918905,0.23931497,-3.5497816,4.3092136,-2.8293285,-2.1886225,-2.5480433
2.0238094,-0.09903463,-1.0107245,1.9074314,0.89078426,0.8431697,1.1018379,-0.73903453,2.5783029,-1.165925,0.60983706,-1.1107785,1.6367726,0.31687525,-0.60148895,-1.4041924,0.19329476,-1.9673139,-0.47222632,0.089877926
2.8978682,-1.8724663,-5.617217,2.7272005,2.41264,-0.23565793,1.8642461,3.0116444,1.4911611,-1.6932087,1.9747751,-2.7542877,4.0783486,1.9078683,0.44572893,-3.249556,3.9059098,-2.6122603,-1.9402049,-2.3096032
3.6060963,-1.8563374,-2.582858,3.7597308,3.3706768,2.4518495,-1.1208035,-1.9518864,3.6959524,-4.3331385,2.3488371,-1.7595391,-0.5883709,2.4462042,5.809104,-1.3786533,-6.2676144,-3.3795085,-3.0829782,2.710486
1.5596809,-3.8383152,-1.6729529,2.4597316,3.3083496,2.5930958,-3.5333836,1.5750697,1.4943001,-2.7252438,2.0489306,-2.4505827,1.6524704,2.4905984,3.1771646,-2.712273,-2.04314,-3.6111765,-3.0261672,-1.2211362
1.707619,-2.421672,-3.197876,2.2158766,3.2843397,0.033973575,-2.3334746,2.7635963,1.711278,-2.0730107,1.0422983,-1.2807482,1.5921443,1.6108962,1.7800452,-2.7328465,-0.047226377,-1.8523936,-2.449072,-1.3451549
1.890143,-0.66645336,-2.9172912,1.8749737,1.8548888,-0.35848424,0.71779144,1.6310836,1.2618508,-1.2467072,1.012779,-1.496155,2.3422208,1.2271422,-0.327751,-2.207286,1.7476214,-1.4551215,-1.271822,-1.1041124
2.9613175,-1.9294775,-4.2622385,3.0417032,3.1871076,-0.5250314,-0.6170329,4.698367,0.13673843,-1.3696315,0.62719893,-1.7473656,-0.10550849,0.21065049,3.1952777,-2.7938356,1.1387488,-0.18095961,-1.1025854,0.2861979
2.8011627,-1.4296268,-4.955822,2.5020099,2.3341272,-0.473575,1.5266719,2.6113014,1.688646,-1.6739572,1.720332,-2.4006,4.0773177,2.0120318,-0.28942034,-3.1321654,3.588199,-2.5666723,-2.0068262,-2.040933
3.4421122,-2.13643,-6.3386183,3.173914,2.78444,-0.5595315,1.6524159,3.6988468,1.8845419,-2.3498063,1.8639402,-3.006102,4.4559526,2.1196918,0.6155925,-3.598027,4.316083,-2.9140022,-2.222806,-2.4369438
2.4916863,-1.618073,-5.0177374,2.440202,2.1597147,-0.17345038,1.7283983,2.2165384,1.5621761,-1.5916667,1.8566136,-2.5798335,4.1969037,2.0546155,-0.28916097,-2.8975277,3.5029433,-2.7484598,-2.04878,-2.3406262
1.4707048,-0.28027993,-1.9701996,1.4586737,1.5251716,-0.17624772,0.37609494,1.1124109,1.6059763,-1.2295253,0.9794899,-1.229655,2.2134943,1.4281355,-0.8301703,-2.0818172,0.9363552,-1.6680443,-1.4712836,-0.9595857
2.4208136,-1.7258509,-4.6738024,2.3851707,1.9276993,-0.10091005,1.807919,2.282434,1.1958393,-1.3820552,1.812465,-2.443779,3.4588933,1.5757833,0.29775745,-2.6255918,3.3139436,-2.2378435,-1.5390081,-1.8611523
3.0567002,-2.072916,-6.1714497,2.8431869,2.5486255,-0.26178342,1.8927534,2.88379,1.9592483,-2.0505219,2.0782247,-2.9991846,4.894105,2.235855,0.15820932,-3.425115,4.418666,-2.9676259,-2.293117,-2.6139266
